dasa logo
DASA and CSAB-Special 2025
NITs, IIEST, IIITs, SPAs, Other-GFTIs, and a few other Premier Technical Institutes

  Home
Opening and Closing Ranks
Special Round:
Institute Type:
Institute Name:
Academic Program:
Opening and closing ranks for New (Fresh Allottee) and Upgraded (Seat Upgraded) candidates in the First, Second, and Third rounds of Special Vacant and DASA Seat Filling Rounds.

Note :
1. All ranks are All India CRL Rank.
2. These ranks are based on following types of Candidates.
a) who reported online at PI (Secured admission) in JoSAA round 6 and upgraded the institute/program/category/quota/gender pool in CSAB Special Round.
b) who got fresh allotment in CSAB Special Round.


Institute	Academic Program Name	Quota	Seat Type	Gender	Opening Rank	Closing Rank
National Institute of Technology Hamirpur	Materials Science and Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	75865	75865
National Institute of Technology Hamirpur	Materials Science and Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	57238	57238
National Institute of Technology Hamirpur	Materials Science and Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	65184	65412
National Institute of Technology Hamirpur	Materials Science and Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	89347	89347
National Institute of Technology Hamirpur	Materials Science and Engineering (4 Years, Bachelor of Technology)	Other State	SC	Gender-Neutral	178314	178314
National Institute of Technology Hamirpur	Materials Science and Engineering (4 Years, Bachelor of Technology)	Other State	ST	Female-only (including Supernumerary)	362464	362464
National Institute of Technology Hamirpur	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	39812	40218
National Institute of Technology Hamirpur	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	73575	73575
National Institute of Technology Hamirpur	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	45282	45430
National Institute of Technology Hamirpur	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Female-only (including Supernumerary)	80910	80910
National Institute of Technology Hamirpur	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	43491	43805
National Institute of Technology Hamirpur	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	76594	76814
National Institute of Technology Hamirpur	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	SC	Gender-Neutral	148808	148808
National Institute of Technology Hamirpur	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	ST	Gender-Neutral	224364	224364
National Institute of Technology Karnataka, Surathkal	Artificial Intelligence for DASA-CIWG (4 Years, Bachelor of Technology)	DASA-CIWG	OPEN	Gender-Neutral	43849	43849
National Institute of Technology Karnataka, Surathkal	Artificial Intelligence for DASA-Non CIWG (4 Years, Bachelor of Technology)	DASA-Non CIWG	OPEN	Gender-Neutral	72490	72490
National Institute of Technology Karnataka, Surathkal	Chemical Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	20063	20805
National Institute of Technology Karnataka, Surathkal	Chemical Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	43513	43513
National Institute of Technology Karnataka, Surathkal	Civil Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	31959	32272
National Institute of Technology Karnataka, Surathkal	Civil Engineering (4 Years, Bachelor of Technology)	Home State	EWS	Gender-Neutral	67682	69078
National Institute of Technology Karnataka, Surathkal	Civil Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	59832	64918
National Institute of Technology Karnataka, Surathkal	Civil Engineering (4 Years, Bachelor of Technology)	Home State	SC	Gender-Neutral	133784	133784
National Institute of Technology Karnataka, Surathkal	Civil Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	39801	39801
National Institute of Technology Karnataka, Surathkal	Civil Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	29975	29975
National Institute of Technology Karnataka, Surathkal	Civil Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	31810	31810
National Institute of Technology Karnataka, Surathkal	Civil Engineering for DASA-CIWG (4 Years, Bachelor of Technology)	DASA-CIWG	OPEN	Gender-Neutral	436089	436089
National Institute of Technology Karnataka, Surathkal	Computational and Data Science for DASA-CIWG (4 Years, Bachelor of Technology)	DASA-CIWG	OPEN	Gender-Neutral	55117	55280
National Institute of Technology Karnataka, Surathkal	Computer Science and Engineering for DASA-CIWG (4 Years, Bachelor of Technology)	DASA-CIWG	OPEN	Gender-Neutral	22657	22657
National Institute of Technology Karnataka, Surathkal	Computer Science and Engineering for DASA-Non CIWG (4 Years, Bachelor of Technology)	DASA-Non CIWG	OPEN	Gender-Neutral	33736	33736
National Institute of Technology Karnataka, Surathkal	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	10554	10582
National Institute of Technology Karnataka, Surathkal	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	Home State	OPEN (PwD)	Gender-Neutral	556733	556733
National Institute of Technology Karnataka, Surathkal	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	20387	20387
National Institute of Technology Karnataka, Surathkal	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	11658	11658
National Institute of Technology Karnataka, Surathkal	Electrical and Electronics Engineering for DASA-CIWG (4 Years, Bachelor of Technology)	DASA-CIWG	OPEN	Gender-Neutral	110992	110992
National Institute of Technology Karnataka, Surathkal	Information Technology for DASA-CIWG (4 Years, Bachelor of Technology)	DASA-CIWG	OPEN	Gender-Neutral	42681	46502
National Institute of Technology Karnataka, Surathkal	Information Technology for DASA-Non CIWG (4 Years, Bachelor of Technology)	DASA-Non CIWG	OPEN	Gender-Neutral	79171	79171
National Institute of Technology Karnataka, Surathkal	Mechanical Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	16284	17386
National Institute of Technology Karnataka, Surathkal	Mechanical Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Female-only (including Supernumerary)	29448	29448
National Institute of Technology Karnataka, Surathkal	Mechanical Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	29339	29339
National Institute of Technology Karnataka, Surathkal	Mechanical Engineering (4 Years, Bachelor of Technology)	Home State	SC	Gender-Neutral	97600	97600
National Institute of Technology Karnataka, Surathkal	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Female-only (including Supernumerary)	34280	34280
National Institute of Technology Karnataka, Surathkal	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	27214	27214
National Institute of Technology Karnataka, Surathkal	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	50964	50964
National Institute of Technology Karnataka, Surathkal	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Female-only (including Supernumerary)	63761	63761
National Institute of Technology Karnataka, Surathkal	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	53054	54512
National Institute of Technology Karnataka, Surathkal	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	Other State	SC	Female-only (including Supernumerary)	160170	160170
National Institute of Technology Karnataka, Surathkal	Mining Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	43322	45579
National Institute of Technology Karnataka, Surathkal	Mining Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Female-only (including Supernumerary)	75690	75690
National Institute of Technology Karnataka, Surathkal	Mining Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	74454	77277
National Institute of Technology Karnataka, Surathkal	Mining Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Female-only (including Supernumerary)	92317	92317
National Institute of Technology Karnataka, Surathkal	Mining Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	31627	31695
National Institute of Technology Karnataka, Surathkal	Mining Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	60505	61951
National Institute of Technology Karnataka, Surathkal	Mining Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	39831	39831
National Institute of Technology Karnataka, Surathkal	Mining Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	64437	64437
National Institute of Technology Meghalaya	Civil Engineering (4 Years, Bachelor of Technology)	All India	EWS	Gender-Neutral	82146	82146
National Institute of Technology Meghalaya	Civil Engineering (4 Years, Bachelor of Technology)	All India	EWS	Female-only (including Supernumerary)	126400	126400
National Institute of Technology Meghalaya	Civil Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	65903	75361
National Institute of Technology Meghalaya	Civil Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	119094	119748
National Institute of Technology Meghalaya	Civil Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	82180	82180
National Institute of Technology Meghalaya	Civil Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	77082	78787
National Institute of Technology Meghalaya	Civil Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	130641	130641
National Institute of Technology Meghalaya	Civil Engineering (4 Years, Bachelor of Technology)	Other State	SC	Gender-Neutral	202534	207367
National Institute of Technology Meghalaya	Computer Science and Engineering (4 Years, Bachelor of Technology)	All India	EWS	Gender-Neutral	37466	37466
National Institute of Technology Meghalaya	Computer Science and Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	34518	34518
National Institute of Technology Meghalaya	Computer Science and Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	41675	41675
National Institute of Technology Meghalaya	Computer Science and Engineering (4 Years, Bachelor of Technology)	Other State	EWS (PwD)	Gender-Neutral	843189	843189
National Institute of Technology Meghalaya	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	All India	EWS	Gender-Neutral	49662	49662
National Institute of Technology Meghalaya	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	49614	49614
National Institute of Technology Meghalaya	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	50346	50346
National Institute of Technology Meghalaya	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	52822	52822
National Institute of Technology Meghalaya	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	103257	103257
National Institute of Technology Meghalaya	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	Other State	SC	Gender-Neutral	177866	177866
National Institute of Technology Meghalaya	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Home State	ST	Gender-Neutral	1307162	1307162
National Institute of Technology Meghalaya	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	43140	43140
National Institute of Technology Meghalaya	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	60190	60190
National Institute of Technology Meghalaya	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	46567	46641
National Institute of Technology Meghalaya	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	88184	88184
National Institute of Technology Meghalaya	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	SC	Female-only (including Supernumerary)	220788	220788
National Institute of Technology Meghalaya	Mechanical Engineering (4 Years, Bachelor of Technology)	All India	EWS	Gender-Neutral	64691	64691
National Institute of Technology Meghalaya	Mechanical Engineering (4 Years, Bachelor of Technology)	All India	EWS	Female-only (including Supernumerary)	127720	127720
National Institute of Technology Meghalaya	Mechanical Engineering (4 Years, Bachelor of Technology)	All India	ST	Gender-Neutral	259800	259800
National Institute of Technology Meghalaya	Mechanical Engineering (4 Years, Bachelor of Technology)	All India	ST	Female-only (including Supernumerary)	384690	404165
National Institute of Technology Meghalaya	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	58582	59369
National Institute of Technology Meghalaya	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	107725	107725
National Institute of Technology Meghalaya	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	68286	68286
National Institute of Technology Meghalaya	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	63029	63581
National Institute of Technology Meghalaya	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	110065	110065
National Institute of Technology Meghalaya	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	SC	Gender-Neutral	181759	181759
National Institute of Technology Meghalaya	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	ST	Gender-Neutral	261814	286943
National Institute of Technology Nagaland	Civil Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	92383	96036
National Institute of Technology Nagaland	Civil Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	97381	99303
National Institute of Technology Nagaland	Civil Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Female-only (including Supernumerary)	171560	171560
National Institute of Technology Nagaland	Civil Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	98738	101333
National Institute of Technology Nagaland	Civil Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	166202	166202
National Institute of Technology Nagaland	Civil Engineering (4 Years, Bachelor of Technology)	Other State	SC	Gender-Neutral	229709	230797
National Institute of Technology Nagaland	Civil Engineering (4 Years, Bachelor of Technology)	Other State	SC	Female-only (including Supernumerary)	285379	285379
National Institute of Technology Nagaland	Computer Science and Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	49405	53967
National Institute of Technology Nagaland	Computer Science and Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	85785	85785
National Institute of Technology Nagaland	Computer Science and Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	59624	59624
National Institute of Technology Nagaland	Computer Science and Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	56055	59400
National Institute of Technology Nagaland	Computer Science and Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	93323	93323
National Institute of Technology Nagaland	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	All India	ST	Female-only (including Supernumerary)	490233	490233
National Institute of Technology Nagaland	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	Home State	ST	Gender-Neutral	763502	763502
National Institute of Technology Nagaland	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	74820	78642
National Institute of Technology Nagaland	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	81936	87207
National Institute of Technology Nagaland	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	79677	81221
National Institute of Technology Nagaland	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	141469	141469
National Institute of Technology Nagaland	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	Other State	SC	Gender-Neutral	193616	210444
National Institute of Technology Nagaland	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	Other State	SC	Female-only (including Supernumerary)	259624	259624
National Institute of Technology Nagaland	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	All India	ST	Gender-Neutral	364031	378470
National Institute of Technology Nagaland	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	All India	ST	Female-only (including Supernumerary)	449510	466976
National Institute of Technology Nagaland	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	66451	67989
National Institute of Technology Nagaland	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	99763	106282
National Institute of Technology Nagaland	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	72943	77705
National Institute of Technology Nagaland	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	71192	71719
National Institute of Technology Nagaland	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	115317	115317
National Institute of Technology Nagaland	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	SC	Gender-Neutral	187763	187763
National Institute of Technology Nagaland	Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)	All India	ST	Gender-Neutral	405598	433698
National Institute of Technology Nagaland	Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)	All India	ST	Female-only (including Supernumerary)	534022	534022
National Institute of Technology Nagaland	Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	77422	83556
National Institute of Technology Nagaland	Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	132006	138929
National Institute of Technology Nagaland	Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	85241	87512
National Institute of Technology Nagaland	Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	84037	85217
National Institute of Technology Nagaland	Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	144556	144556
National Institute of Technology Nagaland	Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)	Other State	SC	Gender-Neutral	204418	204418
National Institute of Technology Nagaland	Mechanical Engineering (4 Years, Bachelor of Technology)	All India	ST	Gender-Neutral	403959	408114
National Institute of Technology Nagaland	Mechanical Engineering (4 Years, Bachelor of Technology)	All India	ST	Female-only (including Supernumerary)	546886	546886
National Institute of Technology Nagaland	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	84860	86423
National Institute of Technology Nagaland	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	157052	157337
National Institute of Technology Nagaland	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	90473	94922
National Institute of Technology Nagaland	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	89023	91636
National Institute of Technology Nagaland	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	159247	159247
National Institute of Technology Nagaland	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	SC	Gender-Neutral	224902	226129
National Institute of Technology Patna	Architecture (5 Years, Bachelor of Architecture)	Home State	OPEN	Gender-Neutral	5030	5030
National Institute of Technology Patna	Architecture (5 Years, Bachelor of Architecture)	Home State	EWS	Gender-Neutral	11276	11276
National Institute of Technology Patna	Architecture (5 Years, Bachelor of Architecture)	Other State	OPEN	Gender-Neutral	1915	1976
National Institute of Technology Patna	Architecture (5 Years, Bachelor of Architecture)	Other State	OPEN	Female-only (including Supernumerary)	1399	1399
National Institute of Technology Patna	Architecture (5 Years, Bachelor of Architecture)	Other State	EWS	Gender-Neutral	9408	9408
National Institute of Technology Patna	Architecture (5 Years, Bachelor of Architecture)	Other State	OBC-NCL	Gender-Neutral	4051	4709
National Institute of Technology Patna	Architecture (5 Years, Bachelor of Architecture)	Other State	SC	Gender-Neutral	7687	7687
National Institute of Technology Patna	Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	21534	21534
National Institute of Technology Patna	Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)	Home State	EWS	Gender-Neutral	23402	23402
National Institute of Technology Patna	Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	24359	26935
National Institute of Technology Patna	Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	20546	20546
National Institute of Technology Patna	Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	35295	35295
National Institute of Technology Patna	Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	23182	23182
National Institute of Technology Patna	Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)	Other State	EWS	Female-only (including Supernumerary)	36283	36283
National Institute of Technology Patna	Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	25216	25431
National Institute of Technology Patna	Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	46154	46154
National Institute of Technology Patna	Chemical Technology (5 Years, Bachelor and Master of Technology (Dual Degree))	Home State	OPEN	Gender-Neutral	56632	56632
National Institute of Technology Patna	Chemical Technology (5 Years, Bachelor and Master of Technology (Dual Degree))	Other State	SC	Gender-Neutral	205976	205976
National Institute of Technology Patna	Civil Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	51974	52360
National Institute of Technology Patna	Civil Engineering (4 Years, Bachelor of Technology)	Home State	EWS	Gender-Neutral	57914	58872
National Institute of Technology Patna	Civil Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	56968	60210
National Institute of Technology Patna	Civil Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	56099	56592
National Institute of Technology Patna	Civil Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	79190	79449
National Institute of Technology Patna	Civil Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	59911	64148
National Institute of Technology Patna	Civil Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	62101	63745
National Institute of Technology Patna	Civil Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	99459	104967
National Institute of Technology Patna	Civil Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL (PwD)	Gender-Neutral	1372523	1372523
National Institute of Technology Patna	Civil Engineering with Specialization in Construction Technology and Management (5 Years, Bachelor and Master of Technology (Dual Degree))	Home State	OBC-NCL	Gender-Neutral	61549	61549
National Institute of Technology Patna	Civil Engineering with Specialization in Construction Technology and Management (5 Years, Bachelor and Master of Technology (Dual Degree))	Other State	OPEN	Gender-Neutral	57449	57449
National Institute of Technology Patna	Civil Engineering with Specialization in Construction Technology and Management (5 Years, Bachelor and Master of Technology (Dual Degree))	Other State	OPEN	Female-only (including Supernumerary)	87124	87124
National Institute of Technology Patna	Civil Engineering with Specialization in Construction Technology and Management (5 Years, Bachelor and Master of Technology (Dual Degree))	Other State	EWS	Gender-Neutral	65476	65476
National Institute of Technology Patna	Computer Science and Engineering (4 Years, Bachelor of Technology)	Home State	EWS	Gender-Neutral	20292	20292
National Institute of Technology Patna	Computer Science and Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	23359	23359
National Institute of Technology Patna	Computer Science and Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	18456	18617
National Institute of Technology Patna	Computer Science and Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	28906	28906
National Institute of Technology Patna	Computer Science and Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	21094	21515
National Institute of Technology Patna	Computer Science and Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	23069	23822
National Institute of Technology Patna	Computer Science and Engineering with Specialization in Cyber Security (5 Years, Bachelor and Master of Technology (Dual Degree))	Home State	OPEN	Gender-Neutral	25200	25200
National Institute of Technology Patna	Computer Science and Engineering with Specialization in Cyber Security (5 Years, Bachelor and Master of Technology (Dual Degree))	Home State	EWS	Gender-Neutral	30037	30037
National Institute of Technology Patna	Computer Science and Engineering with Specialization in Cyber Security (5 Years, Bachelor and Master of Technology (Dual Degree))	Other State	OPEN	Gender-Neutral	23715	24826
National Institute of Technology Patna	Computer Science and Engineering with Specialization in Cyber Security (5 Years, Bachelor and Master of Technology (Dual Degree))	Other State	EWS	Gender-Neutral	27777	27777
National Institute of Technology Patna	Computer Science and Engineering with Specialization in Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))	Home State	EWS	Gender-Neutral	24367	24367
National Institute of Technology Patna	Computer Science and Engineering with Specialization in Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))	Other State	OPEN	Gender-Neutral	21843	22391
National Institute of Technology Patna	Computer Science and Engineering with Specialization in Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))	Other State	OBC-NCL	Gender-Neutral	26931	26931
National Institute of Technology Patna	Electrical Engineering (4 Years, Bachelor of Technology)	Home State	EWS	Gender-Neutral	36420	36420
National Institute of Technology Patna	Electrical Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	36855	37834
National Institute of Technology Patna	Electrical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	32776	33709
National Institute of Technology Patna	Electrical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	50379	50379
National Institute of Technology Patna	Electrical Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	37136	37136
National Institute of Technology Patna	Electrical Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	38215	38748
National Institute of Technology Patna	Electrical Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	60742	61904
National Institute of Technology Patna	Electrical Engineering (4 Years, Bachelor of Technology)	Other State	SC	Gender-Neutral	132181	132181
National Institute of Technology Patna	Electrical Engineering with Specialization In Power System Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))	Home State	OBC-NCL	Gender-Neutral	46560	46560
National Institute of Technology Patna	Electrical Engineering with Specialization In Power System Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))	Other State	OPEN	Gender-Neutral	38192	38192
National Institute of Technology Patna	Electrical Engineering with Specialization In Power System Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))	Other State	EWS	Gender-Neutral	40988	40988
National Institute of Technology Patna	Electrical Engineering with Specialization In Power System Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))	Other State	OBC-NCL	Gender-Neutral	42623	42623
National Institute of Technology Patna	Electrical Engineering with Specialization In Power System Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))	Other State	OBC-NCL	Female-only (including Supernumerary)	64941	64941
National Institute of Technology Patna	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Female-only (including Supernumerary)	52255	52890
National Institute of Technology Patna	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	23065	23330
National Institute of Technology Patna	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	39901	40287
National Institute of Technology Patna	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	27921	27921
National Institute of Technology Patna	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Female-only (including Supernumerary)	40549	40549
