dasa logo
DASA and CSAB-Special 2025
NITs, IIEST, IIITs, SPAs, Other-GFTIs, and a few other Premier Technical Institutes

  Home
Opening and Closing Ranks
Special Round:
Institute Type:
Institute Name:
Academic Program:
Opening and closing ranks for New (Fresh Allottee) and Upgraded (Seat Upgraded) candidates in the First, Second, and Third rounds of Special Vacant and DASA Seat Filling Rounds.

Note :
1. All ranks are All India CRL Rank.
2. These ranks are based on following types of Candidates.
a) who reported online at PI (Secured admission) in JoSAA round 6 and upgraded the institute/program/category/quota/gender pool in CSAB Special Round.
b) who got fresh allotment in CSAB Special Round.


Institute	Academic Program Name	Quota	Seat Type	Gender	Opening Rank	Closing Rank
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electrical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	40523	40523
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electrical Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	29055	30627
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electrical Engineering (4 Years, Bachelor of Technology)	Other State	SC	Female-only (including Supernumerary)	156023	156023
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	26947	27681
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Female-only (including Supernumerary)	26815	26815
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Home State	EWS	Gender-Neutral	34154	34154
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	80582	80582
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	19723	20451
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	31125	31125
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	21535	22426
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	25046	25367
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and VLSI Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	29802	29802
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and VLSI Engineering (4 Years, Bachelor of Technology)	Home State	EWS	Gender-Neutral	34806	34806
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and VLSI Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	82261	82261
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and VLSI Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	21954	23301
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and VLSI Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	24610	24610
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and VLSI Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	25427	26812
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Industrial and Production Engineering (4 Years, Bachelor of Technology)	All India	ST	Gender-Neutral	255117	255117
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Industrial and Production Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	79511	80500
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Industrial and Production Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Female-only (including Supernumerary)	80506	80506
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Industrial and Production Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	178044	178044
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Industrial and Production Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	52305	52305
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Industrial and Production Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	54411	54411
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Industrial and Production Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	58949	60726
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Industrial and Production Engineering (4 Years, Bachelor of Technology)	Other State	ST	Gender-Neutral	281852	295528
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Information Technology (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	24035	24035
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Information Technology (4 Years, Bachelor of Technology)	Home State	OPEN	Female-only (including Supernumerary)	25474	25474
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Information Technology (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	27322	27322
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	46532	46738
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	109710	109710
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	30065	30065
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	37757	37938
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mathematics and Computing (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	25343	25343
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mathematics and Computing (4 Years, Bachelor of Technology)	Home State	EWS	Gender-Neutral	33560	33560
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mathematics and Computing (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	18044	18474
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mathematics and Computing (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	30332	30332
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mathematics and Computing (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	24091	24091
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mechanical Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	56739	57413
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mechanical Engineering (4 Years, Bachelor of Technology)	Home State	EWS	Gender-Neutral	72136	83940
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mechanical Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	118303	129422
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mechanical Engineering (4 Years, Bachelor of Technology)	Home State	SC	Female-only (including Supernumerary)	263583	263583
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	36370	36865
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	60855	60855
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Female-only (including Supernumerary)	68351	68351
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	42331	43190
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	80945	80945
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Textile Technology (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	133710	136040
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Textile Technology (4 Years, Bachelor of Technology)	Home State	EWS	Gender-Neutral	159828	159828
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Textile Technology (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	225635	241438
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Textile Technology (4 Years, Bachelor of Technology)	Home State	SC	Gender-Neutral	298570	298570
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Textile Technology (4 Years, Bachelor of Technology)	Home State	SC	Female-only (including Supernumerary)	266788	266788
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Textile Technology (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	62682	64539
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Textile Technology (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	92035	96038
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Textile Technology (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	65214	65214
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Textile Technology (4 Years, Bachelor of Technology)	Other State	EWS	Female-only (including Supernumerary)	100834	100834
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Textile Technology (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	69701	75150
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Textile Technology (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	100072	100072
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Textile Technology (4 Years, Bachelor of Technology)	Other State	SC	Gender-Neutral	202304	202304
Malaviya National Institute of Technology Jaipur	Architecture (5 Years, Bachelor of Architecture)	Home State	OBC-NCL	Female-only (including Supernumerary)	8412	8412
Malaviya National Institute of Technology Jaipur	Architecture (5 Years, Bachelor of Architecture)	Other State	EWS	Gender-Neutral	9746	9746
Malaviya National Institute of Technology Jaipur	Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	7191	7191
Malaviya National Institute of Technology Jaipur	Chemical Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	29630	29630
Malaviya National Institute of Technology Jaipur	Chemical Engineering (4 Years, Bachelor of Technology)	Home State	EWS	Gender-Neutral	36184	36184
Malaviya National Institute of Technology Jaipur	Chemical Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	36958	36958
Malaviya National Institute of Technology Jaipur	Chemical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	30416	30464
Malaviya National Institute of Technology Jaipur	Chemical Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	31954	31954
Malaviya National Institute of Technology Jaipur	Chemical Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	38061	38460
Malaviya National Institute of Technology Jaipur	Civil Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	43393	44675
Malaviya National Institute of Technology Jaipur	Electrical Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	15362	15362
Malaviya National Institute of Technology Jaipur	Electrical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	17543	17573
Malaviya National Institute of Technology Jaipur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	10655	10827
Malaviya National Institute of Technology Jaipur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	15091	15091
Malaviya National Institute of Technology Jaipur	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	25728	25728
Malaviya National Institute of Technology Jaipur	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	37644	37644
Malaviya National Institute of Technology Jaipur	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	28757	28757
Malaviya National Institute of Technology Jaipur	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	31542	31649
Malaviya National Institute of Technology Jaipur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	38601	38601
Malaviya National Institute of Technology Jaipur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	38727	38727
Malaviya National Institute of Technology Jaipur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	48789	48789
Maulana Azad National Institute of Technology Bhopal	Architecture (5 Years, Bachelor of Architecture)	Home State	OBC-NCL	Gender-Neutral	32408	32408
Maulana Azad National Institute of Technology Bhopal	Architecture (5 Years, Bachelor of Architecture)	Other State	OPEN	Gender-Neutral	1326	1326
Maulana Azad National Institute of Technology Bhopal	Architecture (5 Years, Bachelor of Architecture)	Other State	EWS	Gender-Neutral	9393	9393
Maulana Azad National Institute of Technology Bhopal	Architecture (5 Years, Bachelor of Architecture)	Other State	OBC-NCL	Gender-Neutral	3217	3217
Maulana Azad National Institute of Technology Bhopal	B. Tech. and M. Tech. in Engineering and Computational Mechanics (Dual Degree) (5 Years, Bachelor and Master of Technology (Dual Degree))	Home State	OBC-NCL	Gender-Neutral	50398	50398
Maulana Azad National Institute of Technology Bhopal	B. Tech. and M. Tech. in Engineering and Computational Mechanics (Dual Degree) (5 Years, Bachelor and Master of Technology (Dual Degree))	Other State	OBC-NCL	Gender-Neutral	37068	37068
Maulana Azad National Institute of Technology Bhopal	B. Tech. and M. Tech. in Engineering and Computational Mechanics (Dual Degree) (5 Years, Bachelor and Master of Technology (Dual Degree))	Other State	SC	Gender-Neutral	122266	122266
Maulana Azad National Institute of Technology Bhopal	Chemical Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	45818	46377
Maulana Azad National Institute of Technology Bhopal	Chemical Engineering (4 Years, Bachelor of Technology)	Home State	EWS	Gender-Neutral	47600	49576
Maulana Azad National Institute of Technology Bhopal	Chemical Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	53318	54652
Maulana Azad National Institute of Technology Bhopal	Chemical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	37810	38958
Maulana Azad National Institute of Technology Bhopal	Chemical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	46841	46841
Maulana Azad National Institute of Technology Bhopal	Chemical Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	43461	43461
Maulana Azad National Institute of Technology Bhopal	Chemical Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	47735	48164
Maulana Azad National Institute of Technology Bhopal	Civil Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	51683	53993
Maulana Azad National Institute of Technology Bhopal	Civil Engineering (4 Years, Bachelor of Technology)	Home State	EWS	Gender-Neutral	70223	70223
Maulana Azad National Institute of Technology Bhopal	Civil Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	59275	64313
Maulana Azad National Institute of Technology Bhopal	Civil Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	48022	48022
Maulana Azad National Institute of Technology Bhopal	Civil Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	54226	54570
Maulana Azad National Institute of Technology Bhopal	Computer Science and Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	17750	17750
Maulana Azad National Institute of Technology Bhopal	Electrical Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	25933	25999
Maulana Azad National Institute of Technology Bhopal	Electrical Engineering (4 Years, Bachelor of Technology)	Home State	EWS	Gender-Neutral	27947	28148
Maulana Azad National Institute of Technology Bhopal	Electrical Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	31493	31493
Maulana Azad National Institute of Technology Bhopal	Electrical Engineering (4 Years, Bachelor of Technology)	Home State	SC	Gender-Neutral	127022	127022
Maulana Azad National Institute of Technology Bhopal	Electrical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	24031	24636
Maulana Azad National Institute of Technology Bhopal	Electrical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	37052	37052
Maulana Azad National Institute of Technology Bhopal	Electrical Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	29935	30465
Maulana Azad National Institute of Technology Bhopal	Electrical Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	29013	29177
Maulana Azad National Institute of Technology Bhopal	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	19024	19024
Maulana Azad National Institute of Technology Bhopal	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	24100	24607
Maulana Azad National Institute of Technology Bhopal	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	16561	16708
Maulana Azad National Institute of Technology Bhopal	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	22370	22370
Maulana Azad National Institute of Technology Bhopal	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	43312	43312
Maulana Azad National Institute of Technology Bhopal	Energy and Electrical Vehicle Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	32678	32678
Maulana Azad National Institute of Technology Bhopal	Energy and Electrical Vehicle Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	51561	51561
Maulana Azad National Institute of Technology Bhopal	Energy and Electrical Vehicle Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	42743	42743
Maulana Azad National Institute of Technology Bhopal	Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	59054	59054
Maulana Azad National Institute of Technology Bhopal	Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)	Home State	EWS	Gender-Neutral	71081	71081
Maulana Azad National Institute of Technology Bhopal	Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	71730	72124
Maulana Azad National Institute of Technology Bhopal	Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)	Home State	SC	Female-only (including Supernumerary)	514841	514841
Maulana Azad National Institute of Technology Bhopal	Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	52088	52088
Maulana Azad National Institute of Technology Bhopal	Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	54160	55719
Maulana Azad National Institute of Technology Bhopal	Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	58565	59177
Maulana Azad National Institute of Technology Bhopal	Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	94395	94395
Maulana Azad National Institute of Technology Bhopal	Mathematics and Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))	Other State	OPEN	Gender-Neutral	18092	18092
Maulana Azad National Institute of Technology Bhopal	Mathematics and Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))	Other State	SC	Female-only (including Supernumerary)	168504	168504
Maulana Azad National Institute of Technology Bhopal	Mechanical Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	37527	37527
Maulana Azad National Institute of Technology Bhopal	Mechanical Engineering (4 Years, Bachelor of Technology)	Home State	EWS	Gender-Neutral	44541	44541
Maulana Azad National Institute of Technology Bhopal	Mechanical Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	47691	47691
Maulana Azad National Institute of Technology Bhopal	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	32565	33803
Maulana Azad National Institute of Technology Bhopal	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	60270	62286
Maulana Azad National Institute of Technology Bhopal	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	41651	41651
Maulana Azad National Institute of Technology Bhopal	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Female-only (including Supernumerary)	63272	63272
Maulana Azad National Institute of Technology Bhopal	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	40007	41774
Maulana Azad National Institute of Technology Bhopal	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	76130	78723
Maulana Azad National Institute of Technology Bhopal	Planning (4 Years, Bachelor of Planning)	All India	SC	Female-only (including Supernumerary)	7516	7516
Maulana Azad National Institute of Technology Bhopal	Planning (4 Years, Bachelor of Planning)	Other State	OPEN	Gender-Neutral	1324	1393
Maulana Azad National Institute of Technology Bhopal	Planning (4 Years, Bachelor of Planning)	Other State	OBC-NCL	Gender-Neutral	6433	6865
